"Series","Indicator Name","Source","Source Organization","Source Note","Mean","Standard Error","Lower Bound","Upper Bound","Variance","N"
"SE.PRM.BNLG","Politics & Bureaucratic Capacity - National Learning Goals","Global Education Policy Dashboard","World Bank","Survey of Public officials. The aim of this indicator is to capture the extent to which there is a goal and/or strategy that encapsulates a desire and a path to reach higher learning outcomes. This is what ultimately drives the work of the ministry and district offices that together, with the support of other stakeholders and civil society, work towards achieving that goal.   Average score (1 (worst) , 5 (best)) on items given to public officials.",3.786534992784993,0.037166899033231005,3.7131848394585107,3.859885146111475,0.0013813783837463877,168
"SE.PRM.BNLG.1","Average score for National Learning Goals; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness","Global Education Policy Dashboard","World Bank",NA,3.786534992784993,0.037166899033231005,3.7131848394585107,3.859885146111475,0.0013813783837463877,168
"SE.PRM.BNLG.2","(National Learning Goals) Average score for targeting","Global Education Policy Dashboard","World Bank",NA,4.5409181636726546,0.057849090372569516,4.426750994524871,4.6550853328204385,0.003346517256933715,167
"SE.PRM.BNLG.3","(National Learning Goals) Average score for monitoring","Global Education Policy Dashboard","World Bank",NA,4.2155688622754495,0.035023838376566106,4.146448112849836,4.284689611701063,0.0012266692546278248,167
"SE.PRM.BNLG.4","(National Learning Goals) Average score for incentives","Global Education Policy Dashboard","World Bank",NA,2.8938492063492065,0.05181825132683228,2.7915841054449055,2.9961143072535075,0.0026851311705707553,168
"SE.PRM.BNLG.5","(National Learning Goals) Average score for community engagement","Global Education Policy Dashboard","World Bank",NA,3.521956087824351,0.07440657420814414,3.3751121549531726,3.66880002069553,0.005536338285392062,167
"SE.PRM.BQBR","Politics & Bureaucratic Capacity - Characteristics of Bureaucracy","Global Education Policy Dashboard","World Bank",NA,4.004123523934428,0.03205102009562022,3.9408697336146625,4.067377314254194,0.0010272678891698511,168
"SE.PRM.BQBR.1","Average score for Characteristics of Bureaucracy; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness","Global Education Policy Dashboard","World Bank",NA,4.004123523934428,0.03205102009562022,3.9408697336146625,4.067377314254194,0.0010272678891698511,168
"SE.PRM.BQBR.2","(Characteristics of Bureaucracy) average score for knowledge and skills","Global Education Policy Dashboard","World Bank",NA,2.878968253968254,0.06255404636737928,2.755515692372069,3.002420815564439,0.0039130087169322375,168
"SE.PRM.BQBR.3","(Characteristics of Bureaucracy) average score for work environment","Global Education Policy Dashboard","World Bank",NA,4.565476190476191,0.03967145089767211,4.487183217919441,4.643769163032941,0.0015738240163264091,168
"SE.PRM.BQBR.4","(Characteristics of Bureaucracy) average score for merit","Global Education Policy Dashboard","World Bank",NA,3.7847222222222223,0.042776373841731906,3.7003015774641925,3.869142866980252,0.0018298181590476056,168
"SE.PRM.BQBR.5","(Characteristics of Bureaucracy) average score for motivation and attitudes","Global Education Policy Dashboard","World Bank",NA,4.221882275132275,0.04594382980018924,4.131210547118685,4.312554003145865,0.0021108354967087567,168
"SE.PRM.CONT","Teacher Content Knowledge","Global Education Policy Dashboard","World Bank","School survey.  The fraction of teachers scoring at least 80% on the teacher content knowledge exam on mathematics and language.",39.05843626092856,2.39317086797825,34.33051107199803,43.786361449859086,5.727266803339772,860
"SE.PRM.CONT.1","(De Facto) Percent of teachers proficient in the subjects they teach","Global Education Policy Dashboard","World Bank",NA,39.05843626092856,2.39317086797825,34.33051107199803,43.786361449859086,5.727266803339772,860
"SE.PRM.CONT.1.F","(De Facto) Percent of teachers proficient in the subjects they teach - Female","Global Education Policy Dashboard","World Bank",NA,39.5531194936272,Inf,-Inf,Inf,Inf,530
"SE.PRM.CONT.1.M","(De Facto) Percent of teachers proficient in the subjects they teach - Male","Global Education Policy Dashboard","World Bank",NA,38.33889175508315,Inf,-Inf,Inf,Inf,330
"SE.PRM.CONT.1.R","(De Facto) Percent of teachers proficient in the subjects they teach - Rural","Global Education Policy Dashboard","World Bank",NA,38.146003798063184,2.644856640834983,32.90846758891238,43.38354000721399,6.995266650568912,634
"SE.PRM.CONT.1.U","(De Facto) Percent of teachers proficient in the subjects they teach - Urban","Global Education Policy Dashboard","World Bank",NA,45.71012755448065,4.300502469853761,36.97964339497035,54.44061171399095,18.494321493218298,226
"SE.PRM.CONT.2","(De Facto) Percent of teachers proficient in the subject of language","Global Education Policy Dashboard","World Bank",NA,34.00507847267929,2.483044174059231,29.099600450677674,38.9105564946809,6.165508370329489,634
"SE.PRM.CONT.2.F","(De Facto) Percent of teachers proficient in the subject of language - Female","Global Education Policy Dashboard","World Bank",NA,36.54483727941963,Inf,-Inf,Inf,Inf,412
"SE.PRM.CONT.2.M","(De Facto) Percent of teachers proficient in the subject of language - Male","Global Education Policy Dashboard","World Bank",NA,29.695391282437164,Inf,-Inf,Inf,Inf,222
"SE.PRM.CONT.2.R","(De Facto) Percent of teachers proficient in the subject of language - Rural","Global Education Policy Dashboard","World Bank",NA,32.40681691095561,2.7230670455291137,27.014402807784613,37.79923101412661,7.415094134446656,465
"SE.PRM.CONT.2.U","(De Facto) Percent of teachers proficient in the subject of language - Urban","Global Education Policy Dashboard","World Bank",NA,45.403429212007914,5.03190722215345,35.188114466094035,55.618743957921794,25.320090292360046,169
"SE.PRM.CONT.3","(De Facto) Percent of teachers proficient in the subject of mathematics","Global Education Policy Dashboard","World Bank",NA,53.12698524973802,4.731232357695635,43.78000842583509,62.47396207364095,22.3845596225062,226
"SE.PRM.CONT.3.F","(De Facto) Percent of teachers proficient in the subject of mathematics - Female","Global Education Policy Dashboard","World Bank",NA,50.29256111450025,Inf,-Inf,Inf,Inf,118
"SE.PRM.CONT.3.M","(De Facto) Percent of teachers proficient in the subject of mathematics - Male","Global Education Policy Dashboard","World Bank",NA,55.85765194537263,Inf,-Inf,Inf,Inf,108
"SE.PRM.CONT.3.R","(De Facto) Percent of teachers proficient in the subject of mathematics - Rural","Global Education Policy Dashboard","World Bank",NA,53.96359603205129,5.207930358875096,43.6504760662248,64.27671599787779,27.122538622892886,169
"SE.PRM.CONT.3.U","(De Facto) Percent of teachers proficient in the subject of mathematics - Urban","Global Education Policy Dashboard","World Bank",NA,46.63049752508223,8.787995611463636,28.789917960820684,64.47107708934377,77.22886686710412,57
"SE.PRM.EFFT","Teacher Presence","Global Education Policy Dashboard","World Bank",NA,92.30817391857876,1.1118301245710283,90.11165309254517,94.50469474461235,1.2361662259036281,1360
"SE.PRM.EFFT.1","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit","Global Education Policy Dashboard","World Bank",NA,90.1080062889443,1.254046394255265,87.63052437788635,92.58548820000225,1.5726323589446318,1360
"SE.PRM.EFFT.1.F","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Female","Global Education Policy Dashboard","World Bank",NA,89.9982998892814,Inf,-Inf,Inf,Inf,894
"SE.PRM.EFFT.1.M","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA,90.2912003229798,Inf,-Inf,Inf,Inf,466
"SE.PRM.EFFT.1.R","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA,89.91218834597994,1.4175611579097065,87.10503132332411,92.71934536863577,2.0094796364143077,950
"SE.PRM.EFFT.1.U","(De Facto) Percent of teachers present in their classrooms, when they are scheduled to be teaching, during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA,91.47303325919074,1.515465181273509,88.39647537970005,94.54959113868144,2.2966347156523494,410
"SE.PRM.EFFT.2","(De Facto) Percent of teachers present in their schools during an announced visit","Global Education Policy Dashboard","World Bank",NA,92.30817391857876,1.1118301245710283,90.11165309254517,94.50469474461235,1.2361662259036281,1360
"SE.PRM.EFFT.2.F","(De Facto) Percent of teachers present in their schools during an announced visit - Female","Global Education Policy Dashboard","World Bank",NA,91.17023832664468,Inf,-Inf,Inf,Inf,894
"SE.PRM.EFFT.2.M","(De Facto) Percent of teachers present in their schools during an announced visit - Male","Global Education Policy Dashboard","World Bank",NA,94.20836399135086,Inf,-Inf,Inf,Inf,466
"SE.PRM.EFFT.2.R","(De Facto) Percent of teachers present in their schools during an announced visit - Rural","Global Education Policy Dashboard","World Bank",NA,92.196602088634,1.245159178873835,89.73084792078264,94.66235625648535,1.550421380733763,950
"SE.PRM.EFFT.2.U","(De Facto) Percent of teachers present in their schools during an announced visit - Urban","Global Education Policy Dashboard","World Bank",NA,93.0859298008478,1.7806279765402888,89.47106282840899,96.7007967732866,3.1706359908379635,410
"SE.PRM.ILDR","Instructional Leadership","Global Education Policy Dashboard","World Bank","School survey.  Total score starts at 1 and points added are the sum  of whether a teacher has:   , Had a classroom observation in past year   - Had a discussion based on that observation that lasted longer than 10 min   - Received actionable feedback from that observation   - Teacher had a lesson plan and discussed it with another person",2.893779995736944,0.06470859418880193,2.7659423237599423,3.0216176677139455,0.00418720216189105,858
"SE.PRM.ILDR.1","(De Facto) Average score for the presence and quality of instructional leadership","Global Education Policy Dashboard","World Bank",NA,2.893779995736944,0.06470859418880193,2.7659423237599423,3.0216176677139455,0.00418720216189105,858
"SE.PRM.ILDR.1.F","(De Facto) Average score for the presence and quality of instructional leadership - Female","Global Education Policy Dashboard","World Bank",NA,2.921660947738892,Inf,-Inf,Inf,Inf,529
"SE.PRM.ILDR.1.M","(De Facto) Average score for the presence and quality of instructional leadership - Male","Global Education Policy Dashboard","World Bank",NA,2.853127240645596,Inf,-Inf,Inf,Inf,329
"SE.PRM.ILDR.1.R","(De Facto) Average score for the presence and quality of instructional leadership - Rural","Global Education Policy Dashboard","World Bank",NA,2.916167778837085,0.07265318085009415,2.772294700978234,3.0600408566959354,0.005278484687636487,633
"SE.PRM.ILDR.1.U","(De Facto) Average score for the presence and quality of instructional leadership - Urban","Global Education Policy Dashboard","World Bank",NA,2.728560685869368,0.08579508944433033,2.5543873945834856,2.90273397715525,0.0073607973727606415,225
"SE.PRM.ILDR.2","(De Facto) Percent of teachers reporting having had their class observed","Global Education Policy Dashboard","World Bank",NA,74.34884888169043,2.732775079541373,68.9500049014608,79.74769286192006,7.4680596353623585,858
"SE.PRM.ILDR.2.F","(De Facto) Percent of teachers reporting having had their class observed - Female","Global Education Policy Dashboard","World Bank",NA,75.98324830062082,Inf,-Inf,Inf,Inf,529
"SE.PRM.ILDR.2.M","(De Facto) Percent of teachers reporting having had their class observed - Male","Global Education Policy Dashboard","World Bank",NA,71.96575811439617,Inf,-Inf,Inf,Inf,329
"SE.PRM.ILDR.2.R","(De Facto) Percent of teachers reporting having had their class observed - Rural","Global Education Policy Dashboard","World Bank",NA,74.2816536635263,3.053947995893294,68.23400519653606,80.32930213051654,9.326598361620666,633
"SE.PRM.ILDR.2.U","(De Facto) Percent of teachers reporting having had their class observed - Urban","Global Education Policy Dashboard","World Bank",NA,74.84474199990669,4.0388759413991915,66.64538793005262,83.04409606976076,16.312518870013204,225
"SE.PRM.ILDR.3","(De Facto) Percent of teachers reporting that the classroom observation happened recently","Global Education Policy Dashboard","World Bank",NA,73.73632058041576,2.7631135317971154,68.27754024773745,79.19510091309408,7.634796389600329,858
"SE.PRM.ILDR.3.F","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Female","Global Education Policy Dashboard","World Bank",NA,75.47846736930248,Inf,-Inf,Inf,Inf,529
"SE.PRM.ILDR.3.M","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Male","Global Education Policy Dashboard","World Bank",NA,71.19612515463402,Inf,-Inf,Inf,Inf,329
"SE.PRM.ILDR.3.R","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Rural","Global Education Policy Dashboard","World Bank",NA,73.81193781587444,3.0818958638649665,67.70894496151355,79.91493067023534,9.498082115707987,633
"SE.PRM.ILDR.3.U","(De Facto) Percent of teachers reporting that the classroom observation happened recently - Urban","Global Education Policy Dashboard","World Bank",NA,73.17827392610013,4.361522630236288,64.32391225521415,82.03263559698611,19.022879654063267,225
"SE.PRM.ILDR.4","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation","Global Education Policy Dashboard","World Bank",NA,27.00603468165988,2.4299956178450968,22.20535887353992,31.80671048977984,5.904878702746373,858
"SE.PRM.ILDR.4.F","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Female","Global Education Policy Dashboard","World Bank",NA,25.446597926902303,Inf,-Inf,Inf,Inf,529
"SE.PRM.ILDR.4.M","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Male","Global Education Policy Dashboard","World Bank",NA,29.279823627861415,Inf,-Inf,Inf,Inf,329
"SE.PRM.ILDR.4.R","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Rural","Global Education Policy Dashboard","World Bank",NA,28.316389313181997,2.6544754185291843,23.05980530549144,33.57297332087255,7.046239747575688,633
"SE.PRM.ILDR.4.U","(De Facto) Percent of teachers reporting having discussed the results of the classroom observation - Urban","Global Education Policy Dashboard","World Bank",NA,17.33576554721844,6.031693852157844,5.090776037173953,29.580755057262927,36.38133072615873,225
"SE.PRM.ILDR.5","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes","Global Education Policy Dashboard","World Bank",NA,2.483268356863455,0.7021275615062581,1.0961519464534428,3.8703847672734675,0.49298311262672423,858
"SE.PRM.ILDR.5.F","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Female","Global Education Policy Dashboard","World Bank",NA,2.0541229577361424,Inf,-Inf,Inf,Inf,529
"SE.PRM.ILDR.5.M","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Male","Global Education Policy Dashboard","World Bank",NA,3.1089981672401623,Inf,-Inf,Inf,Inf,329
"SE.PRM.ILDR.5.R","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Rural","Global Education Policy Dashboard","World Bank",NA,2.8197597354890087,0.7989972283857902,1.2375276968706233,4.401991774107394,0.6383965709681746,633
"SE.PRM.ILDR.5.U","(De Facto) Percent of teachers reporting that the discussion was over 30 minutes - Urban","Global Education Policy Dashboard","World Bank",NA,0,0,0,0,0,225
"SE.PRM.ILDR.6","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion","Global Education Policy Dashboard","World Bank",NA,51.87202564013249,2.9752189993139244,45.99421180006831,57.74983948019668,8.85192809387855,858
"SE.PRM.ILDR.6.F","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Female","Global Education Policy Dashboard","World Bank",NA,51.36369593537562,Inf,-Inf,Inf,Inf,529
"SE.PRM.ILDR.6.M","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Male","Global Education Policy Dashboard","World Bank",NA,52.6132127772035,Inf,-Inf,Inf,Inf,329
"SE.PRM.ILDR.6.R","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Rural","Global Education Policy Dashboard","World Bank",NA,52.60746456857512,3.3258624862543615,46.02135138214765,59.193577755002586,11.061361277474044,633
"SE.PRM.ILDR.6.U","(De Facto) Percent of teachers reporting that they were provided with feedback in that discussion - Urban","Global Education Policy Dashboard","World Bank",NA,46.444569439421194,4.5004891915217256,37.30809065070797,55.58104822813442,20.254402963003876,225
"SE.PRM.ILDR.7","(De Facto) Percent of teachers reporting not having lesson plans","Global Education Policy Dashboard","World Bank",NA,57.07603873229276,3.399337040970706,50.36034139671245,63.79173606787307,11.555492318115475,858
"SE.PRM.ILDR.7.F","(De Facto) Percent of teachers reporting not having lesson plans - Female","Global Education Policy Dashboard","World Bank",NA,57.366983020098075,Inf,-Inf,Inf,Inf,529
"SE.PRM.ILDR.7.M","(De Facto) Percent of teachers reporting not having lesson plans - Male","Global Education Policy Dashboard","World Bank",NA,56.651817677124,Inf,-Inf,Inf,Inf,329
"SE.PRM.ILDR.7.R","(De Facto) Percent of teachers reporting not having lesson plans - Rural","Global Education Policy Dashboard","World Bank",NA,57.2577396116962,3.772253739616711,49.787650213917104,64.7278290094753,14.22989827605226,633
"SE.PRM.ILDR.7.U","(De Facto) Percent of teachers reporting not having lesson plans - Urban","Global Education Policy Dashboard","World Bank",NA,55.73510677118315,6.17945234849579,43.190151566256645,68.28006197610965,38.185631327330135,225
"SE.PRM.ILDR.8","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher)","Global Education Policy Dashboard","World Bank",NA,44.60998815961019,3.207741497304141,38.27280512449571,50.94717119472467,10.289605513527013,622
"SE.PRM.ILDR.8.F","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Female","Global Education Policy Dashboard","World Bank",NA,50.3978861181222,Inf,-Inf,Inf,Inf,387
"SE.PRM.ILDR.8.M","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Male","Global Education Policy Dashboard","World Bank",NA,36.425902541009066,Inf,-Inf,Inf,Inf,235
"SE.PRM.ILDR.8.R","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Rural","Global Education Policy Dashboard","World Bank",NA,44.74065513099152,3.6023850289843433,37.606952026897474,51.874358235085566,12.977177897050527,433
"SE.PRM.ILDR.8.U","(De Facto) Percent of teachers reporting that they had discussed their lesson plans with someone else (pricinpal, pedagogical coordinator, another teacher) - Urban","Global Education Policy Dashboard","World Bank",NA,43.80533709612953,5.933750012218311,31.75918415206957,55.85149004018949,35.2093892075008,189
"SE.PRM.IMON","Policy Lever (Inputs & Infrastructure) - Monitoring","Global Education Policy Dashboard","World Bank","School Survey.  This lever measures the extent to which there is a monitoring system in place to ensure that the inputs that must be available at the schools are in fact available at the schools. This set of questions will include three aspects:   , 1 Point. Are there standards in place to monitor blackboard and chalk, pens and pencils, basic classroom furniture, computers, textbooks, exercise books, toilets, electricity, drinking water, accessibility for those with disabilities? (partial credit available)   - 1 Point.  Are all input items (functioning blackboard, chalk, pens, pencils, textbooks, exercise books in 4th grade classrooms, basic classroom furniture, and at least one computer in the schools) being monitored? (partial credit available)   - 1 Point.  Are all infrastructure items (functioning toilets, electricity, drinking water, and accessibility for people with disabilities) being monitored? (partial credit available)   - 1 Point. Is the community involved in the monitoring?",3.4120107500506744,0.07744706848921348,3.2590070716178365,3.5650144284835124,0.005998048417572924,200
"SE.PRM.IMON.1","(De Facto) Percent of schools that report there is someone monitoring that basic inputs are available to students","Global Education Policy Dashboard","World Bank",NA,94.67517822652418,1.867297968255238,90.98616244521017,98.3641940078382,3.4868017022501396,200
"SE.PRM.IMON.10","(De Jure) Number of basic infrastructure features clearly articulated as needing to be monitored","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.2","(De Facto) Percent of schools that report that parents or community members are involved in the monitoring of availability of basic inputs","Global Education Policy Dashboard","World Bank",NA,39.44616025174578,4.210884574270971,31.12717746921107,47.76514303428049,17.731548897833218,200
"SE.PRM.IMON.3","(De Facto) Percent of schools that report that there is an inventory to monitor availability of basic inputs","Global Education Policy Dashboard","World Bank",NA,82.49953969467826,2.2505687285319405,78.0533379113369,86.94574147801963,5.065059601845875,200
"SE.PRM.IMON.4","(De Facto) Percent of schools that report there is someone monitoring that basic infrastructure is available","Global Education Policy Dashboard","World Bank",NA,85.66258895584288,3.624732366902216,78.50160279730483,92.82357511438093,13.13868473166854,200
"SE.PRM.IMON.5","(De Facto) Percent of schools that report that parents or community members are involved in the monitoring of availability of basic infrastructure","Global Education Policy Dashboard","World Bank",NA,47.7347403047078,3.896598115292579,40.03665880666809,55.432821802747505,15.183476872101679,182
"SE.PRM.IMON.6","(De Facto) Percent of schools that report that there is an inventory to monitor availability of basic infrastructure","Global Education Policy Dashboard","World Bank",NA,81.54509449437538,3.752680371830708,74.13133549647635,88.9588534922744,14.082609973123459,200
"SE.PRM.IMON.7","(De Jure) Is the responsibility of monitoring basic inputs clearly articulated in the policies?","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.8","(De Jure) Number of basic inputs clearly articulated as needing to be monitored","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.9","(De Jure) Is the responsibility of monitoring basic infrastructure clearly articulated in the policies?","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.IMON.DF","(De Facto) Policy Lever (Inputs & Infrastructure) - Monitoring","Global Education Policy Dashboard","World Bank",NA,3.4120107500506744,0.07744706848921348,3.2590070716178365,3.5650144284835124,0.005998048417572924,200
"SE.PRM.IMON.DJ","(De Jure) Policy Lever (Inputs & Infrastructure) - Monitoring","Global Education Policy Dashboard","World Bank",NA,NA,NA,NA,NA,NA,1
"SE.PRM.INFR","Basic Infrastructure","Global Education Policy Dashboard","World Bank","School survey.  Total score is the sum  of whether a school has:   , Access to adequate drinking water   -Functional toilets that are separate for boys/girls, private, useable, and have hand washing facilities   - Electricity   - Internet   - School is accessible for those with disabilities (road access, a school ramp for wheelchairs, an entrance wide enough for wheelchairs, ramps to classrooms where needed, accessible toilets, and disability screening for seeing, hearing, and learning disabilities with partial credit for having 1 or 2 or the 3).)",3.599482676503963,0.06432573310062994,3.4724013811847465,3.7265639718231798,0.004137799938933479,200
"SE.PRM.INFR.1","(De Facto) Average number of infrastructure aspects present in schools","Global Education Policy Dashboard","World Bank",NA,3.599482676503963,0.06432573310062994,3.4724013811847465,3.7265639718231798,0.004137799938933479,200
"SE.PRM.INFR.1.R","(De Facto) Average number of infrastructure aspects present in schools - Rural","Global Education Policy Dashboard","World Bank",NA,3.6073556373262785,0.0698515003819705,3.469030649549783,3.745680625102774,0.004879232105612424,153
